"id","nome","situacao","tipo_atraso","municipio","uf","cep","logradouro","bairro","termo_convenio","fim_da_vigencia_termo_convenio","situacao_do_termo_convenio","percentual_de_execucao","data_de_inicio","data_de_termino","data_final_ideal","tipo_do_projeto","tipo_de_ensino_modalidade","tipo_da_obra","valor_pactuado_pelo_fnde","percentual_pago"
1018663,"ESMERINO GOMES /SEDE - Itapagé - CE","Execução","Em relação à data de início + cronograma","Itapagé","CE","62600000","ESMERINO GOMES","ESMERINO GOMES","34117/2014","30/03/2019","Vigente",0,2014-10-23,2019-03-30,2015-11-17,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3532522.57,15.0000001392772
20200,"Creche da área do Colégio Normal","Paralisada","Em relação à data de início + cronograma","Maracás","BA","45360000","Rua Vicente Mariniello","Centro","1891/2011","27/05/2018","Vigente",78.76,2013-10-23,2019-03-30,2014-07-20,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1214016,81.0000002935711
1015467,"G.E. JOÃO CABOCLO - Trizidela do Vale - MA","Execução","Em relação à data de início + cronograma","Trizidela do Vale","MA","65727000","POVOADO MORRO DOS CABOCLOS","POVOADO MORRO DOS CABOCLOS","29693/2014","20/10/2018","Vigente",66.37,2016-06-03,2019-03-29,2016-12-30,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021500.31,61.9999999727851
1015298,"ESCOLA MUNICIPAL MARIA ALVES DE SÁ - Chorrochó - BA","Execução","Em relação à data de início + cronograma","Chorrochó","BA","48660000","POVOADO CARAÍBAS","CENTRO                                                                                              ","29984/2014","27/07/2018","Vigente",46.44,2014-09-04,2019-03-29,2015-04-02,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1020286.62,45.9999994407454
1018073,"ESCOLA RURAL BOA VISTA - Condeúba - BA","Execução","Em relação à data de início + cronograma","Condeúba","BA","46200000","FAZENDA BOA VISTA","RURAL","31635/2014","13/12/2018","Vigente",61.29,2015-03-19,2019-03-29,2015-10-15,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1003175.24,49.9999989882127
1009111,"CRECHE BOM NOME","Execução","Em relação à data de início + cronograma","Limoeiro do Norte","CE","62930000","RUA SEM DENOMINAÇÃO","BOM NOME                                                                                            ","11701/2014","30/06/2018","Vigente",13.03,2015-10-20,2019-03-29,2016-09-14,"Projeto 1 Convencional","Educação Básica","Construção",1868415.6,14.9999999293519
1006029,"CRECHE E PRÉ-ESCOLA MUNICIPAL DE APORÁ - Aporá - BA","Paralisada","Em relação à data de início + cronograma","Aporá","BA","48350000","TV DA RUA OLIVEIRA BRITO I","Centro                                                                                              ","7168/2013","30/09/2018","Vigente",50.67,2014-01-27,2019-03-29,2014-05-27,"MI - Escola de Educação Infantil Tipo C","Educação Básica","Construção",887195,50
1014638,"CHECHE CABEÇA PRETA","Execução","Em relação à data de início + cronograma","Limoeiro do Norte","CE","62930000","LOCALIDADE DE CABEÇA PRETA","ZONA RURAL                                                                                          ","9899/2014","30/10/2018","Vigente",3.8,2015-10-19,2019-03-29,2016-07-15,"Projeto 2 Convencional","Educação Básica","Construção",1234014.63,14.9999995526795
24310,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Central","BA","44940000","Rua Egidio Ferreira dos Santos S/N","Centro","2579/2012","05/07/2018","Vigente",42.51,2012-07-17,2019-03-26,2013-04-13,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1436277.49,50.0000003411597
1001602,"CRECHE CIDADE NOVA","Paralisada","Em relação à data de início + cronograma","Pendências","RN","59504000","Rua José Martins Medeiros","Cidade Nova                                                                                         ","5132/2013","05/05/2018","Vigente",8.12,2016-02-15,2019-03-25,2017-01-10,"Projeto 1 Convencional","Educação Básica","Construção",1802102.36,23.1672451064796
18915,"PROINFANCIA TIPO C_PASSA TRÊS","Paralisada","Em relação à data de início + cronograma","Buritis","MG","38660000","AVENIDA AFONSO ARINOS","PASSA TRÊS","2470/2012","31/07/2018","Vigente",71.65,2014-05-12,2019-03-25,2014-11-08,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",662064.28,99.9967132647618
1002025,"Malaquias","Paralisada","Em relação à data de início + cronograma","Uauá","BA","48950000","Rua L","Alto dos Malaquias                                                                                  ","6123/2013","26/08/2018","Vigente",34.41,2016-04-28,2019-03-20,2017-03-24,"Projeto 1 Convencional","Educação Básica","Construção",1951071.95,41.4409884457389
1002946,"POV. ÁGUAS BELAS - Pedro Alexandre - BA","Paralisada","Em relação à data de início + cronograma","Pedro Alexandre","BA","48580000","ESTRADA VICINAL DO POVOADO","RURAL                                                                                               ","16932/2014","01/09/2018","Vigente",16.47,2014-06-02,2019-03-19,2014-10-30,"Espaço Educativo - 02 Salas","Educação Básica","Construção",244090.13,20.0000020156489
1002947,"E.M. POV. PEDRA BRANCA - Pedro Alexandre - BA","Paralisada","Em relação à data de início + cronograma","Pedro Alexandre","BA","48580000","ESTRADA VICINAL","RURAL                                                                                               ","16932/2014","01/09/2018","Vigente",21.14,2014-06-02,2019-03-19,2014-10-30,"Espaço Educativo - 02 Salas","Educação Básica","Construção",244090.13,20.0000020156489
1009932,"POV. POSTO DE ADONIAS - Pedro Alexandre - BA","Execução","Em relação à data de início + cronograma","Pedro Alexandre","BA","48580000","RUA PRINCIPAL DO POV. POSTO DE ADONIAS","RURAL                                                                                               ","19713/2014","27/11/2018","Vigente",42.05,2014-06-02,2019-03-19,2014-12-29,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1022226.14,40.0000004186941
1017768,"N0VA JESUANIA - Amaturá - AM","Execução","Em relação à data de início + cronograma","Amaturá","AM","69620000","RUA SOUZA NEVES","ZONA RURAL","31500/2014","30/07/2018","Vigente",36.62,2016-11-25,2019-03-16,2017-04-24,"Espaço Educativo - 02 Salas","Educação Básica","Construção",243481.82,29.9999969812942
1012869,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Capela","SE","49700000","Rua Projetada","Povoado Pedras                                                                                      ","9028/2014","08/11/2018","Vigente",16.26,2016-03-16,2019-03-16,2017-02-09,"Projeto 1 Convencional","Educação Básica","Construção",1775662.43,14.9999997372811
1017771,"NOVA ESPERANÇA - Amaturá - AM","Execução","Em relação à data de início + cronograma","Amaturá","AM","69620000","COMUNIDADE NOVA ESPERANÇA","ZONA RURAL","31500/2014","30/07/2018","Vigente",22.96,2016-11-25,2019-03-15,2017-06-23,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942644.95,20.0000000212169
1017770,"COMUNIDADE CANIMARU - Amaturá - AM","Execução","Em relação à data de início + cronograma","Amaturá","AM","69620000","RUA CANIMARU","ZONA RURAL","31500/2014","30/07/2018","Vigente",29.52,2016-11-25,2019-03-15,2017-04-24,"Espaço Educativo - 02 Salas","Educação Básica","Construção",243481.82,22.9999960428258
1018368,"COMUNIDADE UMARIRANA - Amaturá - AM","Execução","Em relação à data de início + cronograma","Amaturá","AM","69620000","COMUNIDADE UMARIRANA","ZONA RURAL","32760/2014","30/08/2018","Vigente",24.9,2016-11-25,2019-03-15,2017-06-23,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942205.37,19.9999994778209
1017769,"COMUNIDADE BOM PASTOR - Amaturá - AM","Execução","Em relação à data de início + cronograma","Amaturá","AM","69620000","RUA DO CAMPO","ZONA RURAL","31500/2014","30/07/2018","Vigente",26.67,2016-11-25,2019-03-15,2017-04-24,"Espaço Educativo - 02 Salas","Educação Básica","Construção",244803.8,29.999999448538
1018367,"SOLIMÕES - Amaturá - AM","Execução","Em relação à data de início + cronograma","Amaturá","AM","69620000","Rio Solimões","ZONA RURAL","32759/2014","30/06/2019","Vigente",22.9,2016-11-25,2019-03-15,2017-06-23,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942647.89,20.0000001145709
1017635,"ESCOLA MUNICIPAL BENTO FREIRE DE SOUZA - Chorrochó - BA","Inacabada","Em relação à data de início + cronograma","Chorrochó","BA","48660000","POVOADO BARRA DO TARRACHIL","zona rural","31634/2014","18/01/2018","Vencido",7.96,2015-03-23,2019-03-15,2015-10-19,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1020286.62,19.9999995863907
1012793," CONSTRUÇÃO DA CRECHE MARCOS LOUZEIRO DA SILVA","Execução","Em relação à data de início + cronograma","Curimatá","PI","64960000","Rua Maria Ferreira","Nova Curimatá                                                                                       ","8968/2014","21/05/2018","Vigente",30.01,2016-03-14,2019-03-14,2017-02-07,"Projeto 1 Convencional","Educação Básica","Construção",1881612.35,30.0009094503402
1018218,"Terreno Público - Bairro São José - Benedito Leite - MA","Execução","Em relação à data de início + cronograma","Benedito Leite","MA","65885000","Rua São José","São José","34735/2014","30/10/2018","Vigente",43.27,2014-10-21,2019-03-09,2015-05-19,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021869.45,32.9999999885504
1018101,"Polo 8 -Povoado Mucambo (Silvamar) - Barreirinhas - MA","Execução","Em relação à data de início + cronograma","Barreirinhas","MA","65590000","RUA DO POVOADO","Povoado Mucambo","32058/2014","23/06/2018","Vigente",27.28,2014-10-01,2019-03-08,2015-02-28,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133160.34,20.000001727241
1016568,"PAC 2 - CRECHE/PRÉ-ESCOLA -  Riacho","Execução","Em relação à data de início + cronograma","Barreirinhas","MA","65590000","RUA DA QUADRA","RIACHO                                                                                              ","10100/2014","30/06/2018","Vigente",0,2016-04-18,2019-03-08,2017-03-14,"Projeto 1 Convencional","Educação Básica","Construção",1842912.09,14.9999998458961
1018104,"Polo 6 -Povoado Anibal (Nossa Senhora da Conceição) - Barreirinhas - MA","Execução","Em relação à data de início + cronograma","Barreirinhas","MA","65590000","RUA DO POVOADO","Povoado Anibal","32058/2014","23/06/2018","Vigente",57.85,2014-10-01,2019-03-08,2015-02-28,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133160.34,20.000001727241
1015488,"Pov Boa Hora - Presidente Vargas - MA","Execução","Em relação à data de início + cronograma","Presidente Vargas","MA","65455000","Povoado Boa Hora","Povoado Boa Hora                                                                                    ","29670/2014","26/01/2019","Vigente",29.53,2014-09-15,2019-03-08,2015-04-13,"Espaço Educativo - 04 Salas","Educação Básica","Construção",913786.16,28.9999992044091
1012698,"PAC 2 - CRECHE/PRÉ-ESCOLA - CIDADE NOVA","Execução","Em relação à data de início + cronograma","Barreirinhas","MA","65590000","RUA DO RIBEIRÃO","CIDADE NOVA                                                                                         ","8786/2014","21/11/2018","Vigente",0,2016-04-18,2019-03-08,2017-03-14,"Projeto 1 Convencional","Educação Básica","Construção",1842912.09,14.9999998458961
1018099,"Polo 4 -Povoado Mandacaru (João Resende) - Barreirinhas - MA","Execução","Em relação à data de início + cronograma","Barreirinhas","MA","65590000","Rua da Escola","Povoado Mandacaru","32058/2014","23/06/2018","Vigente",27.1,2014-10-01,2019-03-08,2015-04-29,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021832.33,33.0232181928448
1018217,"Terreno Público - Bairro São Paulo - Benedito Leite - MA","Execução","Em relação à data de início + cronograma","Benedito Leite","MA","65885000","Rua São Paulo","são Paulo","34735/2014","30/10/2018","Vigente",36,2014-10-21,2019-03-08,2015-05-19,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021869.45,32.0000004337149
1018097,"Polo 8 -Povoado Final da Pedra (Boa Esperança) - Barreirinhas - MA","Execução","Em relação à data de início + cronograma","Barreirinhas","MA","65590000","RUA DO POVOADO","Povoado Final da Pedra","32058/2014","23/06/2018","Vigente",34.18,2014-10-01,2019-03-08,2015-02-28,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133160.34,20.000001727241
1018100,"Polo 2 - Povoado D\areia (Fabio Rocha) - Barreirinhas - MA","Execução","Em relação à data de início + cronograma","Barreirinhas","MA","65590000","RUA DA ESCOLA","Povoado D'areia","32058/2014","23/06/2018","Vigente",33.01,2014-10-01,2019-03-08,2015-02-28,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133160.34,20.000001727241
1015487,"Pov. Gaiola Grande Quilombola - Presidente Vargas - MA","Execução","Em relação à data de início + cronograma","Presidente Vargas","MA","65455000","Pov. Gaiola Grande","Povoado Gaiola  Grande                                                                              ","29670/2014","26/01/2019","Vigente",35.43,2014-09-15,2019-03-08,2015-04-13,"Espaço Educativo - 04 Salas","Educação Básica","Construção",913786.16,33.9999994068634
